MsgID.GLOBAL_POSITION,1520579031.0448699,-122.3974500,37.7924788,0.0320000
MsgID.LOCAL_VELOCITY,1520579031.0448699,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579031.0450828,-0.1268945,-0.0002394,-0.0323660
MsgID.LOCAL_VELOCITY,1520579031.0450828,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520579031.0452280,-122.3974511,37.7924802,0.0050000
MsgID.LOCAL_VELOCITY,1520579031.0452280,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579031.0453670,0.0250495,-0.0985298,-0.0059575
MsgID.LOCAL_VELOCITY,1520579031.0453670,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520579031.0456080,False,False
MsgID.GLOBAL_HOME,1520579031.0459750,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520579031.0461030,-122.3974512,37.7924813,-0.0200000
MsgID.LOCAL_VELOCITY,1520579031.0461030,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579031.0462651,0.1542947,-0.1154586,0.0208902
MsgID.LOCAL_VELOCITY,1520579031.0462651,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520579031.0497139,-122.3974491,37.7924814,-0.0440000
MsgID.LOCAL_VELOCITY,1520579031.0497139,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579031.0499270,0.1579306,0.0750759,0.0443565
MsgID.LOCAL_VELOCITY,1520579031.0499270,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520579031.3007309,-122.3974496,37.7924802,-0.0510000
MsgID.LOCAL_VELOCITY,1520579031.3007309,0.0000000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,1520579031.3009868,0.0277481,0.0308987,0.0517476
MsgID.LOCAL_VELOCITY,1520579031.3009868,-0.0016572,-0.0025404,-0.0846529
MsgID.GLOBAL_POSITION,1520579031.5510521,-122.3974503,37.7924799,-0.0420000
MsgID.LOCAL_VELOCITY,1520579031.5510521,0.0000000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,1520579031.5513222,-0.0096197,-0.0324141,0.0420765
MsgID.LOCAL_VELOCITY,1520579031.5513222,-0.0037966,-0.0056486,-0.0867489
MsgID.STATE,1520579031.7971020,True,True
MsgID.GLOBAL_HOME,1520579059.2268429,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520579059.2269850,-122.3974496,37.7924798,-0.0320000
MsgID.LOCAL_VELOCITY,1520579059.2269850,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1520579059.2271330,-0.0146248,0.0332605,0.0322134
MsgID.LOCAL_VELOCITY,1520579059.2271330,0.0013249,-0.0060842,-0.0185051
MsgID.GLOBAL_POSITION,1520579059.2273400,-122.3974484,37.7924787,-0.0150000
MsgID.LOCAL_VELOCITY,1520579059.2273400,0.0000000,-0.0100000,0.0100000
MsgID.LOCAL_POSITION,1520579059.2274740,-0.1878690,0.4284991,0.0154649
MsgID.LOCAL_VELOCITY,1520579059.2274740,0.0045593,-0.0159243,0.0175633
