time, Quad.IMU.AX
0.779994,-0.379982
0.784993,-0.263104
0.789993,-0.487969
0.794993,-0.500540
0.799993,-0.317325
0.804993,-0.160365
0.809993,-0.601083
0.814993,-0.610774
0.819993,0.150572
0.824993,-0.305304
0.829993,-0.046957
0.834993,-0.317420
0.839993,0.144294
0.844993,0.927249
0.849993,0.588357
0.854993,-0.405787
0.859993,-0.543826
0.864992,0.202262
0.869992,0.248900
0.874992,-0.516975
0.879992,-0.077938
0.884992,0.186386
0.889992,0.260446
0.894992,0.506649
0.899992,-0.501571
0.904992,0.189788
0.909992,-0.555463
0.914992,0.573688
0.919992,0.564161
0.924992,-0.410119
0.929992,-0.856622
0.934992,0.210618
0.939991,0.844901
0.944991,0.209916
0.949991,-1.316581
0.954991,-0.419048
0.959991,-0.328186
0.964991,0.155226
0.969991,0.042933
0.974991,0.002852
0.979991,-0.290403
0.984991,-0.268546
0.989991,0.024375
0.994991,-0.461906
0.999991,0.024685
1.004991,0.549729
1.009991,-0.112219
1.014991,0.597113
1.019992,-0.036782
1.024992,-0.815264
1.029992,-0.747245
1.034992,-0.108352
1.039993,0.988835
1.044993,0.676143
1.049993,0.162924
1.054993,0.462638
1.059994,0.330905
1.064994,-1.444659
1.069994,0.322831
1.074994,0.280418
1.079994,0.218075
1.084995,0.112759
1.089995,-0.061464
1.094995,0.167217
1.099995,-0.372403
1.104996,0.445203
1.109996,-0.302523
1.114996,-0.263705
1.119996,0.824605
1.124997,0.616515
1.129997,0.165904
1.134997,-0.255404
1.139997,-0.167242
1.144997,0.131111
1.149998,0.253579
1.154998,-0.278280
1.159998,0.435544
1.164998,-0.075955
1.169999,0.023557
1.174999,-1.043795
1.179999,0.359041
1.184999,-1.721193
1.190000,0.199199
1.195000,0.435737
1.200000,0.630819
1.205000,-1.409182
1.210001,-0.702419
1.215001,0.268188
1.220001,-0.235566
1.225001,-0.456792
1.230001,0.406925
1.235002,-0.513746
1.240002,0.047568
1.245002,-0.788762
1.250002,0.033398
1.255003,-0.230521
1.260003,0.564900
1.265003,0.096605
1.270003,1.058586
1.275004,0.282438
1.280004,0.229019
1.285004,-1.087708
1.290004,-0.142674
1.295004,-0.503811
1.300005,-0.602553
1.305005,-0.202220
1.310005,0.404188
1.315005,-0.475189
1.320006,0.046044
1.325006,-0.925342
1.330006,1.495786
1.335006,0.010862
1.340007,0.074361
1.345007,-0.263640
1.350007,0.693238
1.355007,-0.636344
1.360008,-0.292582
1.365008,-0.165029
1.370008,0.412227
1.375008,-0.256608
1.380008,-0.464853
1.385009,0.618857
1.390009,0.648744
1.395009,-0.744674
1.400009,-0.566015
1.405010,0.014372
1.410010,0.734334
1.415010,0.284142
1.420010,-0.353937
1.425011,0.173083
1.430011,0.922083
1.435011,0.429764
1.440011,-0.414768
1.445011,-0.523342
1.450012,0.719654
1.455012,0.039843
1.460012,-0.529530
1.465012,0.135743
1.470013,-0.112699
1.475013,0.080319
1.480013,0.896257
1.485013,1.103949
1.490014,0.827716
1.495014,0.327574
1.500014,-0.359048
1.505014,0.189007
1.510015,-0.076624
1.515015,-0.721334
1.520015,-0.076696
1.525015,0.217947
1.530015,0.303788
1.535016,-0.377576
1.540016,0.165756
1.545016,0.247192
1.550016,0.292585
1.555017,0.227545
1.560017,0.119917
1.565017,0.681450
1.570017,-0.591974
1.575018,0.124755
1.580018,0.162696
1.585018,0.048973
1.590018,-0.287928
1.595019,0.457422
1.600019,0.377824
1.605019,0.235699
1.610019,-0.269787
1.615019,-0.224486
1.620020,-0.500907
1.625020,0.435215
1.630020,0.066102
1.635020,0.444155
1.640021,-0.233784
1.645021,-0.421720
1.650021,-0.186389
1.655021,-0.713785
1.660022,-0.708956
1.665022,0.154898
1.670022,0.405489
1.675022,0.166965
1.680022,1.360486
1.685023,0.449995
1.690023,0.414140
1.695023,0.176657
1.700023,0.038296
1.705024,0.385505
1.710024,1.003045
1.715024,0.375179
1.720024,0.074618
1.725025,-0.208263
1.730025,-0.038090
1.735025,0.546182
1.740025,0.113857
1.745026,-0.621899
1.750026,0.135349
1.755026,-0.270572
1.760026,0.464595
1.765026,-0.424652
1.770027,0.192819
1.775027,0.814740
1.780027,0.266864
1.785027,-0.027701
1.790028,-0.176965
1.795028,0.111885
1.800028,-0.224126
1.805028,0.252501
1.810029,-0.992336
1.815029,-0.855927
1.820029,-0.220164
1.825029,-0.668264
1.830029,-1.260916
1.835030,0.400729
1.840030,0.810844
1.845030,0.146362
1.850030,0.080332
1.855031,0.147199
1.860031,-0.218754
1.865031,-0.701958
1.870031,0.290024
1.875032,-0.781253
1.880032,0.272646
1.885032,0.386390
1.890032,1.282153
1.895033,0.181023
1.900033,-0.305555
1.905033,0.795648
1.910033,-0.003276
1.915033,0.069297
1.920034,1.072657
1.925034,-0.208747
1.930034,-0.652216
1.935034,0.130841
1.940035,0.481122
1.945035,-0.296922
1.950035,-0.470317
1.955035,0.420144
1.960036,-0.559658
1.965036,0.059875
1.970036,-0.649316
1.975036,-1.081116
1.980036,0.406697
1.985037,0.886460
1.990037,-0.992657
1.995037,-0.030566
2.000037,-1.350808
2.005037,0.367681
2.010037,1.117834
2.015036,-1.010184
2.020036,-0.507421
2.025036,-0.863442
2.030035,0.483232
2.035035,-0.014794
2.040035,0.117623
2.045034,0.867366
2.050034,0.459774
2.055033,0.444827
2.060033,-0.244161
2.065033,-0.160862
2.070032,0.012359
2.075032,0.491487
2.080032,-0.310150
2.085031,0.161926
2.090031,-0.743587
2.095031,-0.060257
2.100030,0.300881
2.105030,-0.483164
2.110029,0.404059
2.115029,0.786985
2.120029,0.236650
2.125028,0.461721
2.130028,-1.448672
2.135028,0.210549
2.140027,-0.641365
2.145027,-1.078396
2.150027,0.031037
2.155026,0.266528
2.160026,0.580423
2.165025,0.641090
2.170025,-0.001823
2.175025,-0.285608
2.180024,-0.373507
2.185024,0.358047
2.190024,-0.123882
2.195023,-0.168828
2.200023,0.224996
2.205023,-0.299028
2.210022,0.500388
2.215022,0.628130
2.220021,-0.290342
2.225021,0.151149
2.230021,0.339999
2.235020,-0.238660
2.240020,0.855666
2.245020,0.673734
2.250019,0.469994
2.255019,0.430657
2.260019,-0.005796
2.265018,0.472816
2.270018,0.557351
2.275017,0.212774
2.280017,-0.263757
2.285017,-0.023978
2.290016,-0.113767
2.295016,0.015288
2.300016,0.680811
2.305015,0.120439
2.310015,-0.076140
2.315015,0.227437
2.320014,0.197399
2.325014,-0.134656
2.330014,0.536031
2.335013,-0.190463
2.340013,0.101234
2.345012,0.728666
2.350012,-0.509481
2.355012,-0.257650
2.360011,0.230836
2.365011,0.148275
2.370011,0.577376
2.375010,0.526772
2.380010,-0.209001
2.385010,0.299323
2.390009,-0.823236
2.395009,0.271908
2.400008,-0.237588
2.405008,-0.306898
2.410008,-0.790694
2.415007,-0.457037
2.420007,-1.113369
2.425007,0.188619
2.430006,-0.676806
2.435006,0.695338
2.440006,-0.682300
2.445005,-0.177656
2.450005,0.570372
2.455004,0.841649
2.460004,0.979480
2.465004,-0.299329
2.470003,-0.280332
2.475003,0.475073
2.480003,-0.087198
2.485002,-0.887576
2.490002,0.039701
2.495002,0.690606
2.500001,-0.551565
2.505001,-0.018440
2.510000,0.137606
2.515000,0.220287
2.520000,-0.936603
2.524999,-0.341718
2.529999,-0.549611
2.534999,0.078949
2.539998,-0.905818
2.544998,0.191605
2.549998,0.233410
2.554997,-0.257589
2.559997,0.114679
2.564996,0.459737
2.569996,-0.643685
2.574996,-0.350367
2.579995,-0.336143
2.584995,0.539425
2.589995,-0.547356
2.594994,-0.563466
2.599994,0.072508
2.604994,0.451223
2.609993,-0.643159
2.614993,0.460339
2.619992,0.571014
2.624992,-0.020277
2.629992,-0.322350
2.634991,0.330855
2.639991,-0.550797
2.644991,-0.177186
2.649990,0.096983
2.654990,-0.863444
2.659990,0.134123
2.664989,0.897182
2.669989,-0.110814
2.674989,-0.072773
2.679988,0.098765
2.684988,0.144792
2.689987,0.071935
2.694987,-1.030131
2.699987,0.241506
2.704986,-0.200174
2.709986,-0.203343
2.714986,0.450906
2.719985,-0.183505
2.724985,0.555683
2.729985,-0.141271
2.734984,0.401419
2.739984,0.229785
2.744983,-0.734305
2.749983,-0.088275
2.754983,0.317933
2.759982,0.123151
2.764982,-0.069228
2.769982,-0.113902
2.774981,-0.917243
2.779981,0.117530
2.784981,0.763429
2.789980,-0.498286
2.794980,1.350738
2.799979,-0.806308
2.804979,-0.903103
2.809979,-0.283945
2.814978,-0.009210
2.819978,-0.320196
2.824978,-0.574421
2.829977,0.673549
2.834977,-1.156699
2.839977,-0.381906
2.844976,0.306327
2.849976,-0.233570
2.854975,-0.379208
2.859975,-0.183628
2.864975,-0.503760
2.869974,-0.282597
2.874974,0.259205
2.879974,0.697584
2.884973,-0.696817
2.889973,0.673320
2.894973,0.192617
2.899972,-0.389925
2.904972,-0.658725
2.909971,1.066566
2.914971,0.438008
2.919971,0.655623
2.924970,-0.331413
2.929970,0.382472
2.934970,-0.311459
2.939969,0.250947
2.944969,-0.199174
2.949969,-0.102036
2.954968,-0.134710
2.959968,0.710329
2.964967,0.045800
2.969967,0.192727
2.974967,-0.705086
2.979966,0.984203
2.984966,-0.426612
2.989966,-0.322426
2.994965,-0.500117
2.999965,-0.379551
3.004965,-0.801174
3.009964,0.137514
3.014964,-0.370514
3.019964,0.378368
3.024963,-0.687537
3.029963,-0.372817
3.034962,0.408962
3.039962,0.737510
3.044962,0.240896
3.049961,0.202496
3.054961,0.561172
3.059961,-0.887661
3.064960,1.022829
3.069960,0.765654
3.074960,0.433451
3.079959,-0.093450
3.084959,0.373374
3.089958,-0.281889
3.094958,-0.097021
3.099958,-0.463132
3.104957,-0.197510
3.109957,-0.407282
3.114957,0.027273
3.119956,-0.267576
3.124956,0.016539
3.129956,-0.517418
3.134955,-0.919025
3.139955,0.363606
3.144954,0.390452
3.149954,-0.785639
3.154954,-0.424182
3.159953,0.016788
3.164953,0.409736
3.169953,0.606830
3.174952,0.294472
3.179952,0.425558
3.184952,0.030995
3.189951,0.057072
3.194951,-0.293279
3.199950,-0.451481
3.204950,0.269591
3.209950,0.494175
3.214949,-0.002169
3.219949,-0.278062
3.224949,-0.417561
3.229948,0.188888
3.234948,-0.560415
3.239948,-0.006588
3.244947,-0.599416
3.249947,-0.860579
3.254946,-0.527747
3.259946,0.496502
3.264946,-0.033475
3.269945,-0.304348
3.274945,0.756193
3.279945,-0.041958
3.284944,0.450929
3.289944,-0.800311
3.294944,0.570852
3.299943,0.742027
3.304943,0.211077
3.309942,0.080977
3.314942,-0.758188
3.319942,0.661857
3.324941,-0.333596
3.329941,-0.753661
3.334941,0.289022
3.339940,-0.337629
3.344940,0.028047
3.349940,0.725352
3.354939,0.277161
3.359939,0.133336
3.364938,0.405931
3.369938,0.877807
3.374938,0.441993
3.379937,0.194853
3.384937,0.303370
3.389937,-0.068061
3.394936,-0.522739
3.399936,-0.582284
3.404936,0.408425
3.409935,-0.443847
3.414935,-0.667917
3.419935,-0.038096
3.424934,-0.212664
3.429934,-0.617684
3.434933,-0.737181
3.439933,-0.014063
3.444933,0.096006
3.449932,0.049492
3.454932,0.245472
3.459932,-0.185053
3.464931,0.127986
3.469931,0.272579
3.474931,0.316789
3.479930,0.100371
3.484930,0.175579
3.489929,-0.276013
3.494929,-0.681809
3.499929,0.167281
3.504928,0.126357
3.509928,1.141265
3.514928,-0.180840
3.519927,0.846619
3.524927,0.773822
3.529927,0.401000
3.534926,0.024286
3.539926,-0.951142
3.544925,0.549070
3.549925,0.348254
3.554925,0.484104
3.559924,0.938061
3.564924,-0.547449
3.569924,0.828522
3.574923,-0.234435
3.579923,0.139985
3.584923,-0.084512
3.589922,-0.113021
3.594922,0.509416
3.599921,0.619353
3.604921,-0.957035
3.609921,0.117317
3.614920,0.678630
3.619920,-0.237595
3.624920,0.075762
3.629919,-0.042149
3.634919,-0.020533
3.639919,-0.219524
3.644918,-0.058852
3.649918,0.181707
3.654917,0.173220
3.659917,0.203286
3.664917,0.179444
3.669916,0.165469
3.674916,0.222896
3.679916,-0.427267
3.684915,-0.219023
3.689915,0.293959
3.694915,0.048105
3.699914,0.870310
3.704914,0.377456
3.709913,-0.471351
3.714913,-0.430143
3.719913,-0.299097
3.724912,-0.385686
3.729912,-0.499364
3.734912,-0.528426
3.739911,0.123205
3.744911,0.313277
3.749911,0.183719
3.754910,-0.923492
3.759910,-0.918292
3.764910,0.591055
3.769909,-0.135173
3.774909,-0.083522
3.779908,0.060350
3.784908,-0.161534
3.789908,0.102459
3.794907,0.401951
3.799907,0.246895
3.804907,0.240181
3.809906,0.270035
3.814906,0.232938
3.819906,0.415316
3.824905,0.624447
3.829905,-0.310592
3.834904,0.605779
3.839904,0.515001
3.844904,0.496706
3.849903,0.580111
3.854903,0.274869
3.859903,-0.286620
3.864902,-0.033570
3.869902,0.591692
3.874902,0.091371
3.879901,0.910903
3.884901,0.940568
3.889900,0.169630
3.894900,-0.025818
3.899900,0.250686
3.904899,0.420582
3.909899,0.105171
3.914899,0.319663
3.919898,-0.130482
3.924898,-0.619367
3.929898,0.628108
3.934897,-0.891019
3.939897,-0.008691
3.944896,-0.387594
3.949896,-0.221101
3.954896,0.118866
3.959895,0.077227
3.964895,0.028322
3.969895,-0.390714
3.974894,-0.513432
3.979894,0.585785
3.984894,0.159067
3.989893,-0.183746
3.994893,0.090721
3.999892,-0.301305
4.004892,-0.490177
4.009892,0.139143
4.014892,-1.031092
4.019891,1.028730
4.024891,0.095104
4.029891,-0.066308
4.034890,-0.824682
4.039890,-0.406979
4.044889,0.376390
4.049889,0.699939
4.054889,-0.381160
4.059888,0.038283
4.064888,-0.086792
4.069888,0.803675
4.074887,0.620880
4.079887,-0.000109
4.084887,0.398753
4.089886,-0.741974
4.094886,-0.903628
4.099885,-0.358840
4.104885,-0.283816
4.109885,-0.244898
4.114884,-0.221407
4.119884,-0.708771
4.124884,0.070091
4.129883,-0.478801
4.134883,0.248367
4.139883,-0.901620
4.144882,-0.305433
4.149882,-0.101127
4.154881,-0.487389
4.159881,-0.357330
4.164881,-0.101985
4.169880,0.515020
4.174880,0.531478
4.179880,0.363091
4.184879,0.857798
4.189879,0.345175
4.194879,0.544612
4.199878,-0.748736
4.204878,0.337220
4.209877,0.215243
4.214877,0.214453
4.219877,0.030419
4.224876,-0.973960
4.229876,0.691015
4.234876,0.226765
4.239875,-0.565751
4.244875,-0.988975
4.249875,0.661315
4.254874,-0.419556
4.259874,-0.769529
4.264874,-0.080907
4.269873,0.045902
4.274873,-0.336212
4.279872,-0.876052
4.284872,-0.406604
4.289872,-0.974807
4.294871,-0.327317
4.299871,-0.294341
4.304871,-0.991980
4.309870,-0.368759
4.314870,1.421836
4.319870,0.233148
4.324869,0.877402
4.329869,0.338231
4.334868,-0.360773
4.339868,0.461002
4.344868,-0.409005
4.349867,0.683529
4.354867,0.114826
4.359867,-0.359969
4.364866,0.937630
4.369866,-0.225800
4.374866,-0.888993
4.379865,-0.579098
4.384865,0.049410
4.389864,0.445824
4.394864,0.309548
4.399864,0.137964
4.404863,0.194679
4.409863,-0.233939
4.414863,0.161701
4.419862,1.013081
4.424862,-0.280321
4.429862,1.095941
4.434861,0.819746
4.439861,0.902235
4.444860,0.114219
4.449860,-0.227805
4.454860,0.019913
4.459859,0.775405
4.464859,-0.218266
4.469859,0.721816
4.474858,0.146173
4.479858,-0.298070
4.484858,0.683985
4.489857,-0.924768
4.494857,0.004136
4.499856,0.533123
4.504856,-0.362127
4.509856,-0.656376
4.514855,0.039142
4.519855,0.267636
4.524855,0.222206
4.529854,-0.189108
4.534854,0.115048
4.539854,0.163386
4.544853,-0.035044
4.549853,-0.775141
4.554852,0.039101
4.559852,-0.453965
4.564852,-0.465377
4.569851,0.643040
4.574851,-0.274890
4.579851,0.277879
4.584850,0.357463
4.589850,0.159809
4.594850,0.126871
4.599849,0.586524
4.604849,0.324101
4.609848,0.506528
4.614848,-0.388408
4.619848,0.698255
4.624847,0.735858
4.629847,0.473359
4.634847,-0.010898
4.639846,-0.815696
4.644846,-0.346932
4.649846,-1.045090
4.654845,-0.166540
4.659845,0.135285
4.664845,-0.212399
4.669844,-0.173829
4.674844,0.185797
4.679843,0.033820
4.684843,0.020255
4.689843,-0.274632
4.694842,0.684402
4.699842,0.447591
4.704842,-0.333295
4.709841,0.705037
4.714841,0.507662
4.719841,0.392853
4.724840,0.096521
4.729840,0.393122
4.734839,-0.019021
4.739839,-0.424868
4.744839,-0.303646
4.749838,-0.415685
4.754838,0.003210
4.759838,-0.003870
4.764837,0.516288
4.769837,0.877993
4.774837,-0.509415
4.779836,0.032822
4.784836,0.182515
4.789835,-0.490604
4.794835,-0.555060
4.799835,0.892483
4.804834,-0.396853
4.809834,0.787957
4.814834,0.415011
4.819833,0.203922
4.824833,-0.041477
4.829833,0.386919
4.834832,-0.022475
4.839832,0.453500
4.844831,0.729877
4.849831,-0.361388
4.854831,-1.665422
4.859830,0.662081
4.864830,0.238561
4.869830,0.710294
4.874829,0.105785
4.879829,-0.253386
4.884829,-0.353829
4.889828,-0.681329
4.894828,-0.329818
4.899827,-0.025282
4.904827,0.048829
4.909827,-0.253689
4.914826,-1.193770
4.919826,0.478382
4.924826,-0.802296
4.929825,-0.437712
4.934825,-0.043203
4.939825,-0.040994
4.944824,0.477847
4.949824,0.628228
4.954823,-0.101623
4.959823,-0.180870
4.964823,-0.520865
4.969822,-0.145763
4.974822,-0.060833
4.979822,0.989371
4.984821,-0.230089
4.989821,0.631191
4.994821,-0.404988
4.999820,0.168670
5.004820,0.443467
5.009820,0.200766
5.014819,-0.081977
5.019819,0.270490
5.024818,-0.274724
5.029818,-0.257821
5.034818,-0.070428
5.039817,-0.197296
5.044817,0.401247
5.049817,-1.076279
5.054816,-0.170253
5.059816,0.292886
5.064816,0.452453
5.069815,0.087851
5.074815,0.096401
5.079814,0.518207
5.084814,-1.420688
5.089814,-0.727731
5.094813,-0.260723
5.099813,-0.307972
5.104813,-0.645636
5.109812,1.042010
5.114812,0.512665
5.119812,-0.723159
5.124811,-0.587087
5.129811,0.770618
5.134810,0.254382
5.139810,-1.144824
5.144810,-0.284726
5.149809,-0.069340
5.154809,-0.257376
5.159809,0.104307
5.164808,0.269332
5.169808,0.017374
5.174808,-0.186990
5.179807,0.347928
5.184807,-0.208821
5.189806,0.062990
5.194806,0.477410
5.199806,-0.968071
5.204805,-0.475523
5.209805,-0.135137
5.214805,-0.230146
5.219804,-0.032469
5.224804,0.282103
5.229804,0.143468
5.234803,0.174989
5.239803,-0.574794
5.244802,-0.229755
5.249802,-0.372268
5.254802,-0.420737
5.259801,-0.353605
5.264801,0.105697
5.269801,0.223940
5.274800,1.207841
5.279800,-0.041140
5.284800,0.177413
5.289799,0.416228
5.294799,-1.272865
5.299798,0.061019
5.304798,0.193068
5.309798,-0.553883
5.314797,-0.675436
5.319797,1.176536
5.324797,-0.136600
5.329796,-0.339307
5.334796,0.634788
5.339796,-0.081971
5.344795,-1.171320
5.349795,-0.565365
5.354795,0.260090
5.359794,-0.177562
5.364794,0.206722
5.369793,0.010460
5.374793,0.271375
5.379793,-1.168242
5.384792,0.450500
5.389792,0.507402
5.394792,0.054251
5.399791,-0.608817
5.404791,0.647499
5.409791,0.010748
5.414790,0.042936
5.419790,-0.501298
5.424789,0.556735
5.429789,0.586172
5.434789,0.049432
5.439788,0.150816
5.444788,0.661873
5.449788,-1.449075
5.454787,0.672010
5.459787,0.098159
5.464787,-0.006251
5.469786,1.306787
5.474786,0.251834
5.479785,0.311903
5.484785,0.037121
5.489785,0.053893
5.494784,0.068950
5.499784,-0.758653
5.504784,0.893038
5.509783,0.496380
5.514783,0.407174
5.519783,0.312853
5.524782,0.543216
5.529782,0.040777
5.534781,0.590764
5.539781,0.188305
5.544781,0.872135
5.549780,0.019577
5.554780,-0.062544
5.559780,0.007455
5.564779,-0.961691
5.569779,-0.314449
5.574779,0.989994
5.579778,-1.170871
5.584778,-1.283956
5.589777,-0.606030
5.594777,-0.326934
5.599777,-0.555717
5.604776,-0.102824
5.609776,0.579956
5.614776,-0.219709
5.619775,-0.216044
5.624775,-1.039395
5.629775,-0.404218
5.634774,-0.859891
5.639774,-0.228643
5.644773,0.023419
5.649773,-0.197699
5.654773,-0.096507
5.659772,0.025624
5.664772,0.017022
5.669772,-0.073391
5.674771,-0.124841
5.679771,0.019146
5.684771,-0.719444
5.689770,-0.150884
5.694770,0.475439
5.699769,-0.330263
5.704769,-0.812646
5.709769,0.163472
5.714768,0.058535
5.719768,-0.156492
5.724768,-1.547644
5.729767,-0.944896
5.734767,0.288069
5.739767,-0.464924
5.744766,-0.148842
5.749766,0.048768
5.754766,-0.129406
5.759765,0.342977
5.764765,0.301936
5.769764,-0.342281
5.774764,1.041507
5.779764,0.422436
5.784763,0.076583
5.789763,0.349216
5.794763,-0.579990
5.799762,0.451081
5.804762,0.460041
5.809762,-0.343350
5.814761,0.411792
5.819761,0.158109
5.824760,0.257103
5.829760,1.532191
5.834760,-0.461029
5.839759,0.625176
5.844759,0.339681
5.849759,-0.355749
5.854758,-0.017418
5.859758,0.639014
5.864758,-0.296386
5.869757,-0.303030
5.874757,0.177231
5.879756,0.111327
5.884756,-0.026350
5.889756,0.722922
5.894755,-0.455594
5.899755,-0.272540
5.904755,-0.236671
5.909754,0.370384
5.914754,-0.363602
5.919754,-0.641631
5.924753,-0.612008
5.929753,-0.318741
5.934752,-0.447502
5.939752,0.085851
5.944752,-0.145222
5.949751,0.112608
5.954751,-0.413299
5.959751,0.089722
5.964750,0.881143
5.969750,-0.405899
5.974750,-0.536264
5.979749,-0.703392
5.984749,-0.173296
5.989748,-0.432288
5.994748,-0.159166
5.999748,0.947692
6.004747,0.630289
6.009747,0.261200
6.014747,0.219546
6.019746,0.219916
6.024746,0.689763
6.029746,0.068787
6.034745,0.696937
6.039745,0.050568
6.044744,0.127003
6.049744,0.154343
6.054744,-0.521774
6.059743,0.544892
6.064743,-0.474695
6.069743,0.482339
6.074742,0.749536
6.079742,-0.449607
6.084742,0.699838
6.089741,0.186363
6.094741,0.299467
6.099741,-0.854020
6.104740,0.780614
6.109740,-0.428641
6.114739,0.532868
6.119739,0.146071
6.124739,-0.106790
6.129738,-0.887511
6.134738,0.102751
6.139738,-0.393031
6.144737,-0.187880
6.149737,-0.434308
6.154737,-0.042603
6.159736,-0.477395
6.164736,0.400603
6.169735,0.682341
6.174735,0.530237
6.179735,0.448963
6.184734,0.095463
6.189734,-0.721446
6.194734,0.699926
6.199733,-0.017522
6.204733,-0.262402
6.209733,0.504127
6.214732,0.690991
6.219732,0.374959
6.224731,-0.032202
6.229731,-0.010756
6.234731,-0.135953
6.239730,-0.142101
6.244730,0.410954
6.249730,1.342388
6.254729,-0.420589
6.259729,-0.337857
6.264729,-0.326624
6.269728,-0.381975
6.274728,-0.440962
6.279727,-0.787531
6.284727,0.962286
6.289727,0.352483
6.294726,-0.393652
6.299726,-0.685781
6.304726,0.739468
6.309725,1.013346
6.314725,0.382387
6.319725,0.103659
6.324724,-0.806604
6.329724,0.196683
6.334723,0.727944
6.339723,-0.353565
6.344723,-0.425359
6.349722,0.063683
6.354722,-0.262107
6.359722,-0.104176
6.364721,-0.274813
6.369721,-0.029961
6.374721,-0.476615
6.379720,0.564860
6.384720,0.113072
6.389719,-0.115414
6.394719,0.117513
6.399719,0.664888
6.404718,0.062484
6.409718,0.656312
6.414718,-0.274758
6.419717,-0.342478
6.424717,0.252061
6.429717,0.298931
6.434716,-0.464574
6.439716,0.409622
6.444715,-0.043790
6.449715,-0.625660
6.454715,0.276303
6.459714,-0.779771
6.464714,1.065701
6.469714,-0.551256
6.474713,-0.635831
6.479713,0.279856
6.484713,0.008798
6.489712,0.435938
6.494712,0.234508
6.499712,0.326763
6.504711,-0.453976
6.509711,0.223726
6.514710,-0.897754
6.519710,-0.004279
6.524710,0.327117
6.529709,-0.168813
6.534709,-0.413492
6.539709,0.296102
6.544708,-0.003820
6.549708,-0.498164
6.554708,0.491930
6.559707,0.451759
6.564707,-0.404969
6.569706,-0.265442
6.574706,-0.353772
6.579706,-0.464968
6.584705,0.646710
6.589705,-0.392250
6.594705,-0.271037
6.599704,-0.745404
6.604704,-0.104209
6.609704,-1.030589
6.614703,0.046152
6.619703,-1.833205
6.624702,-1.028976
6.629702,0.345342
6.634702,0.394883
6.639701,-0.112956
6.644701,-0.202104
6.649701,0.066233
6.654700,-0.262876
6.659700,-0.013433
6.664700,-0.077499
