time, Quad.IMU.AX
6.669699,0.895964
6.674699,-0.758769
6.679698,0.235450
6.684698,0.268599
6.689698,0.686663
6.694697,-0.205011
6.699697,0.726143
6.704697,0.933666
6.709696,0.083403
6.714696,0.712031
6.719696,-0.454355
6.724695,0.205097
6.729695,0.040535
6.734694,0.568207
6.739694,-0.597082
6.744694,-0.846859
6.749693,0.798937
6.754693,-0.447502
6.759693,-0.370802
6.764692,0.361129
6.769692,-0.062738
6.774692,0.569544
6.779691,0.093670
6.784691,-0.527947
6.789690,-0.680739
6.794690,-0.487480
6.799690,-0.271615
6.804689,0.408159
6.809689,0.028895
6.814689,0.671333
6.819688,-0.168850
6.824688,0.866938
6.829688,0.272007
6.834687,-0.132259
6.839687,-0.086519
6.844687,-1.096115
6.849686,-0.255979
6.854686,-0.141087
6.859685,0.456065
6.864685,-0.546092
6.869685,0.091409
6.874684,0.216061
6.879684,-0.574298
6.884684,-0.754403
6.889683,0.363072
6.894683,-0.614822
6.899683,0.488942
6.904682,-0.313571
6.909682,-0.838515
6.914681,0.420819
6.919681,-0.827877
6.924681,-0.464939
6.929680,-0.311298
6.934680,0.314990
6.939680,-0.724055
6.944679,-0.096210
6.949679,-0.298014
6.954679,-0.058124
6.959678,0.643995
6.964678,-0.231434
6.969677,0.424578
6.974677,0.746219
6.979677,0.835892
6.984676,0.646213
6.989676,0.286417
6.994676,0.541248
6.999675,0.062058
7.004675,0.105004
7.009675,-0.054731
7.014674,0.448083
7.019674,0.570470
7.024673,0.923387
7.029673,0.896228
7.034673,-0.367139
7.039672,-1.170695
7.044672,0.510425
7.049672,0.233270
7.054671,1.126525
7.059671,0.093441
7.064671,-0.296492
7.069670,0.024824
7.074670,0.073103
