MsgID.GLOBAL_POSITION,1522020410.1579731,-122.3956395,37.7932850,3.0150000
MsgID.LOCAL_VELOCITY,1522020410.1579731,0.0000000,-0.0100000,0.1800000
MsgID.LOCAL_POSITION,1522020410.1582341,-0.0324867,9.9931269,-3.0154889
MsgID.LOCAL_VELOCITY,1522020410.1582341,0.0065727,-0.0125551,0.1819787
MsgID.GLOBAL_POSITION,1522020410.1671200,-122.3956395,37.7932854,3.0200000
MsgID.LOCAL_VELOCITY,1522020410.1671200,0.0000000,0.0000000,0.1500000
MsgID.LOCAL_POSITION,1522020410.1672549,0.0140147,9.9931059,-3.0203710
MsgID.LOCAL_VELOCITY,1522020410.1672549,0.0065379,-0.0060337,0.1579975
MsgID.GLOBAL_POSITION,1522020410.1753550,-122.3956384,37.7932844,3.0130000
MsgID.LOCAL_VELOCITY,1522020410.1753550,0.0000000,0.0000000,0.1700000
MsgID.LOCAL_POSITION,1522020410.1755662,-0.1071671,10.0913811,-3.0135467
MsgID.LOCAL_VELOCITY,1522020410.1755662,0.0040605,-0.0027247,0.1738799
MsgID.STATE,1522020410.1840250,True,True
MsgID.GLOBAL_HOME,1522020410.1844649,-122.3957519,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,1522020410.1845901,-122.3956382,37.7932847,3.0050000
MsgID.LOCAL_VELOCITY,1522020410.1845901,0.0000000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,1522020410.1847239,-0.0635761,10.1093664,-3.0050564
MsgID.LOCAL_VELOCITY,1522020410.1847239,0.0091955,-0.0090471,0.0928417
MsgID.GLOBAL_POSITION,1522020410.1928692,-122.3956404,37.7932856,3.0040000
MsgID.LOCAL_VELOCITY,1522020410.1928692,0.0100000,-0.0100000,0.0500000
MsgID.LOCAL_POSITION,1522020410.1930799,0.0284631,9.9104052,-3.0049164
MsgID.LOCAL_VELOCITY,1522020410.1930799,0.0119167,-0.0126404,0.0511099
MsgID.GLOBAL_POSITION,1522020410.2019079,-122.3956405,37.7932856,3.0020000
MsgID.LOCAL_VELOCITY,1522020410.2019079,0.0000000,0.0000000,0.0700000
MsgID.LOCAL_POSITION,1522020410.2020450,0.0301123,9.9036789,-3.0024729
MsgID.LOCAL_VELOCITY,1522020410.2020450,0.0015460,0.0005368,0.0734894
MsgID.GLOBAL_POSITION,1522020410.2105100,-122.3956401,37.7932853,2.9950000
MsgID.LOCAL_VELOCITY,1522020410.2105100,0.0000000,0.0100000,-0.0200000
MsgID.LOCAL_POSITION,1522020410.2106812,-0.0057500,9.9348059,-2.9952209
MsgID.LOCAL_VELOCITY,1522020410.2106812,-0.0022382,0.0108797,-0.0265756
MsgID.STATE,1522020410.2193830,True,True
MsgID.GLOBAL_HOME,1522020410.2198081,-122.3957519,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,1522020410.2199261,-122.3956396,37.7932861,3.0030000
MsgID.LOCAL_VELOCITY,1522020410.2199261,0.0000000,0.0100000,0.0100000
MsgID.LOCAL_POSITION,1522020410.2200489,0.0844976,9.9823341,-3.0034592
MsgID.LOCAL_VELOCITY,1522020410.2200489,0.0010320,0.0138216,0.0119530
MsgID.GLOBAL_POSITION,1522020410.3000572,-122.3956395,37.7932869,2.9980000
MsgID.LOCAL_VELOCITY,1522020410.3000572,0.0000000,0.0600000,0.0100000
MsgID.LOCAL_POSITION,1522020410.3002889,0.1728891,-0.1768124,-2.9982257
MsgID.LOCAL_VELOCITY,1522020410.3002889,-0.0037065,0.0664079,0.0183249
MsgID.GLOBAL_POSITION,1522020410.5504739,-122.3956391,37.7932850,2.9970000
MsgID.LOCAL_VELOCITY,1522020410.5504739,0.0000000,0.1300000,0.0000000
MsgID.LOCAL_POSITION,1522020410.5506802,-0.0307211,-0.1449922,-2.9977615
MsgID.LOCAL_VELOCITY,1522020410.5506802,-0.0045642,0.1317133,-0.0098495
MsgID.GLOBAL_POSITION,1522020410.7993758,-122.3956388,37.7932843,3.0010000
MsgID.LOCAL_VELOCITY,1522020410.7993758,0.0100000,0.0600000,0.0100000
MsgID.LOCAL_POSITION,1522020410.7995610,-0.1115132,-0.1211711,-3.0016463
MsgID.LOCAL_VELOCITY,1522020410.7995610,0.0162662,0.0640238,0.0131199
MsgID.STATE,1522020410.9858840,True,True
MsgID.GLOBAL_HOME,1522020410.9865651,-122.3956375,37.7932853,0.0000000
MsgID.GLOBAL_POSITION,1522020411.0494330,-122.3956385,37.7932841,2.9980000
MsgID.LOCAL_VELOCITY,1522020411.0494330,0.0300000,0.0200000,-0.0100000
MsgID.LOCAL_POSITION,1522020411.0496159,-0.1392977,-0.0927761,-2.9983561
MsgID.LOCAL_VELOCITY,1522020411.0496159,0.0375962,0.0238807,-0.0123459
MsgID.GLOBAL_POSITION,1522020411.2995610,-122.3956386,37.7932856,2.9970000
MsgID.LOCAL_VELOCITY,1522020411.2995610,0.0300000,0.0100000,-0.0200000
MsgID.LOCAL_POSITION,1522020411.2997792,0.0263612,-0.1054938,-2.9974489
MsgID.LOCAL_VELOCITY,1522020411.2997792,0.0356098,0.0130147,-0.0297798
MsgID.GLOBAL_POSITION,1522020411.5493991,-122.3956403,37.7932861,2.9880000
